"Wavelength, µm","n","k"
0.1,1.740619957245075
0.1048,1.6834139983328171
0.1099,1.638294296568989
0.1151,1.6032217735926269
0.1207,1.573853809824762
0.1265,1.549878603008874
0.1326,1.5297248864232231
0.139,1.512652181820286
0.1457,1.498091060208474
0.1527,1.485597095565606
0.16,1.474818917175573
0.1677,1.465363356546553
0.1758,1.457057889457906
0.1842,1.449831056245177
0.1931,1.443382411425785
0.2024,1.437692387638874
0.2121,1.432662934347353
0.2223,1.4281686766584691
0.2331,1.424119665607204
0.2443,1.420539002676013
0.256,1.417339536832018
0.2683,1.414457408780347
0.2813,1.41184523077577
0.2948,1.409515278615892
0.309,1.407406238289468
0.3239,1.405499788971678
0.3394,1.403788147018416
0.3558,1.402223190461497
0.3729,1.400811625074766
0.3908,1.399530958291499
0.4097,1.3983576811448941
0.4294,1.3972949477018641
0.45,1.396326964557327
0.4717,1.395437172947225
0.4944,1.394623282061551
0.5182,1.393875145145301
0.5431,1.393186874533011
0.5693,1.392548043687992
0.5967,1.391956562077132
0.6254,1.391405626156715
0.6555,1.390889328009955
0.687,1.390403900936899
0.7201,1.389942888510686
0.7547,1.389504437615684
0.7911,1.3890817293235709
0.8291,1.388674144371103
0.869,1.388275540626629
0.9109,1.387882325630899
0.9547,1.387492720239995
1.001,1.387098864533693
1.049,1.386704835547896
1.099,1.386305185728013
1.152,1.385889285826401
1.208,1.385454486867059
1.266,1.385005591460359
1.327,1.3845317789480829
1.391,1.384029810806595
1.457,1.383504304479267
1.528,1.382927581188375
1.601,1.382320037863241
1.678,1.381661120199539
1.759,1.380946020551146
1.844,1.380169625566487
1.932,1.379336180673279
2.025,1.378421086398077
2.123,1.377417219563148
2.225,1.376327893224167
2.332,1.375135107719661
2.444,1.3738304252945999
2.562,1.372392463676261
2.685,1.370823097265434
2.814,1.36909861998534
2.95,1.3671921330204961
3.092,1.365103241274109
3.241,1.362801850294118
3.397,1.360270418030374
3.56,1.357490202327941
3.731,1.354422790501107
3.911,1.3510245392639821
4.099,1.3472866470278189
4.296,1.343159339573425
4.503,1.338585977371445
4.72,1.3335259946004099
4.947,1.327935185266645
5.185,1.3217385295995059
5.435,1.314850211263869
5.696,1.307231907053061
5.971,1.298717705956931
6.258,1.289279579509702
6.559,1.278750785778094
6.875,1.266972440462314
7.206,1.2537999702397369
7.552,1.239067769134055
7.916,1.222442849145371
8.297,1.203721177515677
8.696,1.182558083904281
9.115,1.15847385733749
9.553,1.131064299716576
10.01,1.09976645532492
10.49,1.0635531926719117
11,1.0207778259866365
